t_h,ws_HH_m/s,wd_HH_deg
48545.0,15.064403246712299,338.93836980000003
48545.5,13.29458424014566,338.88928480000004
48546.0,11.539855461207145,344.6109238
48546.5,9.36277594027674,347.2104162
48547.0,6.671168059867063,354.2551575
48547.5,5.422224406076486,12.02776080000001
48548.0,3.7734240683077047,26.82075500000002
48548.5,1.8700584969519984,58.9205475
48549.0,3.9206328539530033,32.76530459999998
48549.5,4.0005661916773505,50.95023090000001
48550.0,2.569466552124786,157.08771769
48550.5,3.31329948321304,271.06084699999997
48551.0,5.306008365899017,116.31580607000001
48551.5,7.322127180790554,62.13623050000001
48552.0,6.673607486864677,323.7389933
48552.5,5.914048608443238,34.29214480000002
48553.0,4.450960151236702,270.8702596
48553.5,5.502388769175468,61.0709076
48554.0,2.290016428090653,161.58113098
48554.5,2.8243095081033203,259.8554128
48555.0,3.122591219084755,141.65464273999999
48555.5,4.116573975073027,159.18780518
48556.0,3.4485441573896267,199.1346792
48556.5,4.5923756584840065,297.05014040000003
48557.0,6.2558059326035975,295.3736394
48557.5,6.556239572470157,302.0803858
48558.0,8.337449337374858,315.0884069
48558.5,9.821934648248872,316.7119344
48559.0,11.549031430960117,321.2877274
48559.5,12.21616195333259,320.50629430000004
48560.0,13.171632049740769,322.4120992
48560.5,13.411119131358015,323.2916794
48561.0,14.099459961947836,323.3316676
48561.5,14.01953505075287,323.63138330000004
48562.0,14.143516214680522,322.324295
48562.5,15.086532798155277,322.6660589
48563.0,15.847457764532189,324.41057839999996
48563.5,16.32409541212611,325.95798490000004
48564.0,16.870229957365982,327.3894755
48564.5,16.418766931204246,326.6796951
48565.0,15.456526351195429,326.8828608
48565.5,15.124549073612888,325.49840040000004
48566.0,16.67751030118899,325.1771673
48566.5,17.342526125655276,326.3473485
48567.0,17.133175603230416,326.6736145
48567.5,16.66102271355559,332.4624329
48568.0,16.21146746192973,340.1646194
48568.5,15.64570134202716,344.6923218
48569.0,15.373783671301746,342.8013026
48569.5,15.25437740075351,345.679011
48570.0,14.221319845729475,348.5724284
48570.5,12.201866188441217,350.3011169
48571.0,10.105217446618822,349.0668589
48571.5,7.582019055958602,346.191363
48572.0,6.31131549171896,345.92941540000004
48572.5,5.717016082133467,339.0515391
48573.0,4.842281504587472,332.3525035
48573.5,4.793015124005848,328.5690231
48574.0,4.400544912393884,331.5616531
48574.5,4.252727231100876,328.8057048
48575.0,3.9764201532124943,319.9862773
48575.5,4.387221610809875,319.3319397
48576.0,6.020322825302827,333.2662328
48576.5,5.721610807049956,340.5313568
48577.0,5.832149220578151,344.7186279
48577.5,5.3198839345652065,342.66412349999996
48578.0,5.74751726427418,340.668925
48578.5,5.0578387990730524,336.2096634
48579.0,5.105631827029816,336.0397517
48579.5,4.64016531740702,335.09808350000003
48580.0,3.9579370442830544,326.636645
48580.5,5.645900634003545,338.1964798
48581.0,8.795604777472839,341.5514781
48581.5,10.979247856661067,340.4420369
48582.0,13.823890872085846,342.787295
48582.5,14.716891484694676,343.5058161
48583.0,15.59580153181552,345.4074936
48583.5,16.39790321923766,347.1289622
48584.0,16.483643629067856,349.0525716
48584.5,16.50819497136632,350.9976095
48585.0,16.867246492565346,351.6996613
48585.5,16.613619469785164,353.1893768
48586.0,16.483706960195843,353.6895294
48586.5,15.982252576050573,353.5483907
48587.0,15.290583408376268,354.9283142
48587.5,15.060367763645754,354.3683167
48588.0,14.394750450277503,353.3137105
48588.5,14.356401841732499,352.8179321
48589.0,14.151734848245468,354.5443573
48589.5,14.517878211130304,355.2577922
48590.0,14.065741429503671,353.8169607
48590.5,14.2253843285233,353.4239197
48591.0,13.867487190564116,352.3744049
48591.5,13.252540478145404,351.4560191
48592.0,12.797397972030858,350.215566
48592.5,12.796661510721169,349.1131541
48593.0,11.80987209743668,349.115804
48593.5,10.849683355634088,347.7421773
48594.0,9.681189056004692,345.4306107
48594.5,7.056850272058896,343.8239873
48595.0,5.336083552658092,339.7008133
48595.5,3.681009077933615,321.4071452
48596.0,3.9180119764784322,316.17633309999997
48596.5,3.4006640079558954,306.2004522
48597.0,3.230516436061929,297.7185008
48597.5,3.5063503737936994,295.1347682
48598.0,3.4297153911204643,287.6380615
48598.5,3.4642294435625547,292.8774185
48599.0,3.5684681288915714,279.9184214
48599.5,3.74986168929747,304.13479359999997
48600.0,3.5851223909879817,288.84086609999997
48600.5,4.411929281797335,280.6226705
48601.0,4.472846684491699,284.757342
48601.5,4.859298314559904,268.9931742
48602.0,5.123203961462831,270.2580414
48602.5,5.218894972245674,275.8885523
48603.0,5.3505691531332555,266.1742554
48603.5,5.455940587298036,270.121376
48604.0,5.311947155783969,277.1498896
48604.5,8.621029196547939,291.4056981
48605.0,10.684688655767834,297.54911300000003
48605.5,12.067992973343582,301.0949885
48606.0,13.349949816463269,308.6687342
48606.5,13.972037906015427,316.041448
48607.0,14.69546249502143,319.11886849999996
48607.5,14.76397525017452,322.2359619
48608.0,14.718489813086135,324.0791982
48608.5,14.835669929491633,326.8529002
48609.0,14.807051595376555,327.5739797
48609.5,14.768948003164258,327.78171280000004
48610.0,14.490913857583626,327.5009282
48610.5,13.587551069604064,324.7247162
48611.0,13.385475326608624,325.9879964
48611.5,13.112369254870506,325.09038039999996
48612.0,12.40001571118422,321.9155604
48612.5,12.79432923004281,325.1389262
48613.0,12.672130586761627,325.3876673
48613.5,12.560285652871757,324.2292175
48614.0,12.671962853064937,325.10810849999996
48614.5,13.197725444943059,328.3689753
48615.0,12.800957371967518,329.68810529999996
48615.5,12.463770161813756,330.9823303
48616.0,11.906974656433094,331.7709173
48616.5,10.934813966410566,333.6148758
48617.0,10.183717248647623,335.57775879999997
48617.5,9.076347430910575,338.7834651
48618.0,6.495581218489118,340.6262894
48618.5,3.4561571459904825,337.9751943
48619.0,2.0779238711888706,348.358223
48619.5,1.6062563314592473,346.2301458
48620.0,1.227630903671708,221.32149
